basin_id,basin_name,year,precip_mm_year,valid_terraclimate_area_km2
basin_048,Cuencas endorreicas en Salta (H),2001,86.14059753954305,
basin_049,Cuencas endorreicas en Salta y Catamarca (A),2001,72.71610214766535,
basin_050,Cuencas endorreicas en Salta y Catamarca (B),2001,92.15166406075497,
basin_051,Cuencas endorreicas en Salta y Catamarca (C),2001,141.47638387484957,
basin_001,Salar de Antofalla,2002,60.12350243034164,
basin_002,Salar de Arizaro,2002,62.15034358674207,
basin_003,Laguna Blanca,2002,143.41947057719187,
basin_004,Salar Carachi Pampa,2002,95.27601788929543,
basin_005,Salar de Cauchari,2002,101.8726165092903,
basin_006,Salar del Fraile,2002,53.10841768779969,
basin_007,Laguna de Guayatayoc,2002,180.15195983280933,
basin_008,Salar del Hombre Muerto,2002,115.3529319933652,
basin_009,Salar de Incahuasi en Catamarca,2002,70.85892750348862,
basin_010,Salar de Incahuasi en Salta,2002,53.861486890937364,
basin_011,Salar de Jama,2002,87.03071323670264,
basin_012,Salar de Llullaillaco,2002,36.88862410071942,
basin_013,Salar de Olaroz,2002,107.10332488444911,
basin_014,Salar de Pastos Grandes,2002,118.96687352113932,
basin_015,Laguna Palar,2002,107.8956099534696,
basin_016,Salar de Pocitos o Quirón,2002,85.71987099522318,
basin_017,Laguna de Pozuelos,2002,209.14412089937338,
basin_018,Salar de Pozuelos,2002,95.37592842673868,
basin_019,Salar de Rincón,2002,79.76779935275077,
basin_020,Salar de Río Grande,2002,41.70101272396779,
basin_021,Salinas Grandes de Jujuy y Salta,2002,147.8513249695961,
basin_022,Laguna Socompa,2002,39.96294165036253,
basin_023,Laguna de las Salinas o Tres Quebradas,2002,115.62868357111705,
basin_024,Laguna Verde,2002,136.18828706521225,
basin_025,Laguna de Vilama,2002,105.45200508074757,
basin_026,Río Zapaleri,2002,93.92831772683245,
basin_027,Cuencas endorreicas en Catamarca (A),2002,134.31718816973859,
basin_028,Cuencas endorreicas en Catamarca (B),2002,133.8697529490318,
basin_029,Cuencas endorreicas en Catamarca (C),2002,178.84615384615384,
basin_030,Cuencas endorreicas en Catamarca (D),2002,138.27735243269947,
basin_031,Cuencas endorreicas en Catamarca (E),2002,85.28845054316749,
basin_032,Cuencas endorreicas en Catamarca (F),2002,62.81632653061225,
basin_033,Cuencas endorreicas en Catamarca (G),2002,87.2953741318307,
basin_034,Cuencas endorreicas en Catamarca (H),2002,48.21142801040696,
basin_035,Cuencas endorreicas en Jujuy (A),2002,91.26780626780628,
basin_036,Cuencas endorreicas en Jujuy (B),2002,183.69748511723972,
basin_037,Cuencas endorreicas en Jujuy (C),2002,86.54545454545456,
basin_038,Cuencas endorreicas en Jujuy (D),2002,94.56907659269865,
basin_039,Cuencas endorreicas en Jujuy (E),2002,104.21096173733194,
basin_040,Cuencas endorreicas en Jujuy (F),2002,123.3815191227601,
basin_041,Cuencas endorreicas en Salta (A),2002,102.1578665874313,
basin_042,Cuencas endorreicas en Salta (B),2002,69.03274513370931,
basin_043,Cuencas endorreicas en Salta (C),2002,43.336251287332644,
basin_044,Cuencas endorreicas en Salta (D),2002,99.96013289036544,
basin_045,Cuencas endorreicas en Salta (E),2002,140.36111111111114,
basin_046,Cuencas endorreicas en Salta (F),2002,42.25156550054271,
basin_047,Cuencas endorreicas en Salta (G),2002,148.91821561338293,
basin_048,Cuencas endorreicas en Salta (H),2002,72.71792618629173,
basin_049,Cuencas endorreicas en Salta y Catamarca (A),2002,59.67635431135805,
basin_050,Cuencas endorreicas en Salta y Catamarca (B),2002,78.49274067455889,
basin_051,Cuencas endorreicas en Salta y Catamarca (C),2002,122.46510228640193,
basin_001,Salar de Antofalla,2003,37.95120147874307,
basin_002,Salar de Arizaro,2003,44.79837853070603,
basin_003,Laguna Blanca,2003,85.37205615469661,
basin_004,Salar Carachi Pampa,2003,54.36927455421963,
basin_005,Salar de Cauchari,2003,111.38927809929939,
basin_006,Salar del Fraile,2003,25.754617297105316,
basin_007,Laguna de Guayatayoc,2003,190.90737218059718,
basin_008,Salar del Hombre Muerto,2003,85.52461703580838,
basin_009,Salar de Incahuasi en Catamarca,2003,36.68316831683169,
basin_010,Salar de Incahuasi en Salta,2003,51.288399377469155,
basin_011,Salar de Jama,2003,96.21658897899239,
basin_012,Salar de Llullaillaco,2003,22.624280575539565,
basin_013,Salar de Olaroz,2003,118.36360021867708,
basin_014,Salar de Pastos Grandes,2003,119.42649225411846,
basin_015,Laguna Palar,2003,118.69047137365973,
basin_016,Salar de Pocitos o Quirón,2003,83.09696656220524,
basin_017,Laguna de Pozuelos,2003,212.68837285497813,
basin_018,Salar de Pozuelos,2003,92.36174881836594,
basin_019,Salar de Rincón,2003,85.52379989212511,
basin_020,Salar de Río Grande,2003,25.489379381978704,
basin_021,Salinas Grandes de Jujuy y Salta,2003,161.9394322473277,
basin_022,Laguna Socompa,2003,26.919093106226256,
basin_023,Laguna de las Salinas o Tres Quebradas,2003,31.286088094199734,
basin_024,Laguna Verde,2003,37.55301718084358,
basin_025,Laguna de Vilama,2003,113.50408274360369,
basin_026,Río Zapaleri,2003,103.22328059412337,
